"Sno","SP_CODE","DISTRICT","MANDAL","VILLAGE","LON","LAT","09-04-25","10-04-25","11-04-25","12-04-25","13-04-25","14-04-25","15-04-25","16-04-25","17-04-25"
1,826001,"PRAKASAM","JANAKAVARAMPANGULU","Ramakuru",80.03999,15.892867,16.2578327178955,13.5054854393005,13.6997958183289,15.9848808288574,8.5602258682251,11.3133645057678,16.7917030334473,18.313136100769,19.3364833831787
2,1315004,"KURNOOL","JUPADUBUNGALOW","Bollavaram",78.377097,15.885363,12.53825340271,12.4154614448547,16.3187089920044,11.9317368507385,11.5963551521301,21.7057468414307,13.3674619674683,14.3411913871765,13.5468489646912
3,1330889,"KURNOOL","ATMAKURKURNOOL","Pinnapuram",78.654945,15.886427,14.7219921112061,13.1384596824646,15.228547668457,10.772954750061,10.2987324714661,12.5159202575684,17.651342010498,16.8748317718506,12.447956943512
4,820009,"PRAKASAM","MARTUR","LakkavaramAgraharam",80.061727,15.906479,16.0312877655029,12.1814758300781,16.6342792510986,15.08675365448,12.0276414871216,12.3939445495605,16.4851261138916,16.4432905197144,18.302172088623
5,1303014,"KURNOOL","MANTRALAYAM","Budur",77.380195,15.868793,15.5769052505493,25.8313774108887,17.8436834335327,15.484481048584,15.7266368865967,17.1071943283081,16.4808963775635,11.1014588356018,11.6970165252686
6,805004,"PRAKASAM","DONAKONDA","PadamaraLakshmipuram",79.387233,15.888066,14.4525592803955,13.6430514335632,13.7035371780396,15.1162347793579,11.1412130355835,11.8344014167786,17.8708110809326,12.0053194999695,10.9176910400391
7,822002,"PRAKASAM","KARAMCHEDU","Karamchedu1",80.321381,15.887126,14.3385529518127,12.8808457374573,18.8086212158203,14.0085708618164,12.1954971313477,13.4237188339233,16.0787727355957,15.4666917800903,16.5209861755371
8,806008,"PRAKASAM","PEDAARAVEEDU","BoyadaGumpula",79.243357,15.885803,10.0047108650208,12.5854104995728,18.0845123291016,16.3095560073853,14.7861865997314,9.71855993270874,15.7501407623291,13.0528882026672,11.6545732498169
9,1301011,"KURNOOL","KOWTHALAM","Thippaladoddi",77.165642,15.871667,15.1374504089355,22.1515977859497,18.654174041748,15.8013387680054,14.9340162277222,14.0567399024963,16.0125165939331,13.3266966819763,8.38603506088257
10,1307007,"KURNOOL","KURNOOL","G.Singavaram1",77.934328,15.87304,13.9880350112915,19.0702074050903,19.347013092041,16.0598213195801,16.1341764450073,17.7874814987183,13.7835322380066,16.6218355178833,10.6324507713318
11,806007,"PRAKASAM","PEDAARAVEEDU","ThokaPalle",79.291841,15.882713,12.7692675590515,13.6517117500305,13.8652954101562,15.4080093383789,14.3744602203369,9.46653442382813,17.0794418334961,11.6197912216187,10.8496315956116
12,1301001,"KURNOOL","KOWTHALAM","Nadichagi",77.050836,15.858904,15.8953439712524,17.3927015304565,19.466254234314,15.4163967132568,14.8104286193848,14.9581552505493,16.3132467269897,12.3688090324402,9.36885652542114
13,1303015,"KURNOOL","MANTRALAYAM","Chilakaladona",77.417441,15.866402,15.5769052505493,25.8313774108887,17.8436834335327,15.484481048584,15.7266368865967,17.1071943283081,16.4808963775635,11.1014588356018,11.6970165252686
14,756005,"GUNTUR","KARLAPALEM","Perali",80.564029,15.892302,17.0286060333252,16.1611787796021,16.0504795074463,15.573540687561,14.9911605834961,15.6255849838257,17.7103265762329,19.1946859359741,21.5597454071045
15,806005,"PRAKASAM","PEDAARAVEEDU","Cumbampadu",79.334104,15.878309,12.7692675590515,13.6517117500305,13.8652954101562,15.4080093383789,14.3744602203369,9.46653442382813,17.0794418334961,11.6197912216187,10.8496315956116
16,805003,"PRAKASAM","DONAKONDA","PolePalle",79.430973,15.87979,14.4525592803955,13.6430514335632,13.7035371780396,15.1162347793579,11.1412130355835,11.8344014167786,17.8708110809326,12.0053194999695,10.9176910400391
17,1314002,"KURNOOL","PAMULAPADU","Jutur",78.448881,15.870672,12.53825340271,12.4154614448547,16.3187089920044,11.9317368507385,11.5963551521301,21.7057468414307,13.3674619674683,14.3411913871765,13.5468489646912
18,806004,"PRAKASAM","PEDAARAVEEDU","Ambapuram",79.335029,15.893988,12.7692675590515,13.6517117500305,13.8652954101562,15.4080093383789,14.3744602203369,9.46653442382813,17.0794418334961,11.6197912216187,10.8496315956116
19,1314003,"KURNOOL","PAMULAPADU","Chelimella",78.480902,15.863307,10.8865525245667,8.76940040588379,15.2963796615601,10.9892592430115,13.3742159843445,15.86898021698,15.564133644104,13.1796112060547,13.7392993927002
20,1302015,"KURNOOL","KOSIGI","Yandapalle",77.215956,15.869363,15.1374504089355,22.1515977859497,18.654174041748,15.8013387680054,14.9340162277222,14.0567399024963,16.0125165939331,13.3266966819763,8.38603506088257
21,804019,"PRAKASAM","KURICHEDU","Dekanakonda",79.671579,15.883023,14.4334138870239,14.1884565353394,14.4416193008423,16.7791082382202,7.51213445663452,10.4574643135071,16.999320602417,19.7290351867676,20.9110507965088
22,757017,"GUNTUR","BAPATLA","BapatlaWestRural",80.435648,15.887003,15.201845741272,12.671638584137,15.9083541870117,13.1169487953186,12.2868372917175,13.8393719673157,16.2710952758789,16.4116104125977,18.4301559448242
23,807016,"PRAKASAM","DORNALA","ChilakaCherlaGudem",79.004664,15.885889,9.12450428009033,8.72689876556396,19.2405401229858,18.3357336044312,9.23201665878296,9.35372886657715,11.8392594337463,11.6428470611572,5.77293949127197
24,1307001,"KURNOOL","KURNOOL","Sunkesula",77.834714,15.870627,14.1539646148682,21.8778442382813,19.6391361236572,15.7007709503174,14.3130895614624,18.0507637023926,14.6954738616943,16.3088195800781,10.7574803352356
25,1315003,"KURNOOL","JUPADUBUNGALOW","Tangadancha",78.353557,15.866583,12.53825340271,12.4154614448547,16.3187089920044,11.9317368507385,11.5963551521301,21.7057468414307,13.3674619674683,14.3411913871765,13.5468489646912
26,820013,"PRAKASAM","MARTUR","BollaPalle",80.09087,15.883023,16.0312877655029,12.1814758300781,16.6342792510986,15.08675365448,12.0276414871216,12.3939445495605,16.4851261138916,16.4432905197144,18.302172088623
