"Sno","SP_CODE","DISTRICT","MANDAL","VILLAGE","LON","LAT","09-04-25","10-04-25","11-04-25","12-04-25","13-04-25","14-04-25","15-04-25","16-04-25","17-04-25"
15297,112034,"SRIKAKULAM","PALAKONDA","Bukkuru",83.70291,18.590751,1.36,0.89,1.11,0.28,2.48,6.1,0.76,0.24,1.4
15298,122043,"SRIKAKULAM","JALUMURU","Makivalasa1",83.991555,18.59342,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15299,124031,"SRIKAKULAM","SARAVAKOTA","Jarali",84.111265,18.578465,2.32,0.56,1.72,0.180000000000001,12.47,2.5,1.74,0.170000000000002,0.120000000000001
15300,124024,"SRIKAKULAM","SARAVAKOTA","Gopalapuram13",84.026766,18.582153,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15301,211065,"VIZIANAGARAM","SALUR","Kodukarakavalasa",83.200507,18.586947,1.2,0.94,1.05,0.16,0.24,1.13,0.76,0,0.33
15302,211055,"VIZIANAGARAM","SALUR","Gurrapuvalasa",83.156152,18.594925,1.2,0.94,1.05,0.16,0.24,1.13,0.76,0,0.33
15303,113116,"SRIKAKULAM","SEETHAMPETA","Chinavangara",83.883184,18.59632,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15304,101041,"SRIKAKULAM","VEERAGHATTAM","Talavaram",83.681979,18.589359,1.36,0.89,1.11,0.28,2.48,6.1,0.76,0.24,1.4
15305,129007,"SRIKAKULAM","SANTHABOMMALI","Khaspanaupada",84.302851,18.57333,1.02,0.16,1.41,0.3,1.91,0.0499999999999998,1.25,0.220000000000001,0.0499999999999998
15306,211053,"VIZIANAGARAM","SALUR","Antivalasa1",83.201375,18.600181,1.2,0.94,1.05,0.16,0.24,1.13,0.76,0,0.33
15307,127050,"SRIKAKULAM","TEKKALI","ChintamaniNuvvuguddi",84.225995,18.585976,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15308,209022,"VIZIANAGARAM","BALAJIPETA","Pedapenki",83.512842,18.576249,2.29,0.94,2.26,0,5.79,3.3,2.07,0,0.0399999999999991
15309,138035,"SRIKAKULAM","LAXMINARASAMPET","Donkalabadavanja",83.920288,18.588867,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15310,209019,"VIZIANAGARAM","BALAJIPETA","Kurmanadhapuram2",83.549108,18.598406,2.29,0.94,2.26,0,5.79,3.3,2.07,0,0.0399999999999991
15311,113108,"SRIKAKULAM","SEETHAMPETA","Sara",83.834926,18.592666,1.52,1.12,0.25,0.0499999999999998,6.23,3.06,0.470000000000001,0.279999999999999,0.81
15312,138031,"SRIKAKULAM","LAXMINARASAMPET","Dabbapadu1",83.951882,18.587291,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15313,123005,"SRIKAKULAM","JALUMURU","Garinivalasa",83.985735,18.584905,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15314,211074,"VIZIANAGARAM","SALUR","Pedapadam",83.236381,18.59148,1.2,0.94,1.05,0.16,0.24,1.13,0.76,0,0.33
15315,127014,"SRIKAKULAM","TEKKALI","Sampathiraoramakrishnapuram",84.240558,18.578987,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15316,127024,"SRIKAKULAM","TEKKALI","Vemulada",84.261673,18.58506,1.02,0.16,1.41,0.3,1.91,0.0499999999999998,1.25,0.220000000000001,0.0499999999999998
15317,123007,"SRIKAKULAM","JALUMURU","Jaminivalasa",83.994628,18.586532,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15318,123010,"SRIKAKULAM","JALUMURU","Nagarikatakam",83.972265,18.581209,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15319,211056,"VIZIANAGARAM","SALUR","Mulakkayavalasa1",83.122859,18.589144,1.34,1.66,2.18,4.2,0.870000000000001,1.57,3.29,0.109999999999999,0.73
15320,101039,"SRIKAKULAM","VEERAGHATTAM","Panasanandivada",83.662312,18.58765,1.36,0.89,1.11,0.28,2.48,6.1,0.76,0.24,1.4
15321,127017,"SRIKAKULAM","TEKKALI","Peddarokallapalle",84.287499,18.577206,1.02,0.16,1.41,0.3,1.91,0.0499999999999998,1.25,0.220000000000001,0.0499999999999998
15322,112044,"SRIKAKULAM","PALAKONDA","Kondapuram6",83.771836,18.585427,1.52,1.12,0.25,0.0499999999999998,6.23,3.06,0.470000000000001,0.279999999999999,0.81
15323,211034,"VIZIANAGARAM","SALUR","Jilleduvalasa",83.12801,18.599422,1.34,1.66,2.18,4.2,0.870000000000001,1.57,3.29,0.109999999999999,0.73
15324,105010,"SRIKAKULAM","LAXMINARASAMPET","Seetharampuram4",83.940749,18.587472,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15325,113097,"SRIKAKULAM","SEETHAMPETA","Sambham",83.905555,18.580294,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15326,133042,"SRIKAKULAM","KOTABOMMAL","Kothapalle33",84.14082,18.579082,2.32,0.56,1.72,0.180000000000001,12.47,2.5,1.74,0.170000000000002,0.120000000000001
15327,124023,"SRIKAKULAM","SARAVAKOTA","Gummapadu",84.016885,18.579858,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15328,127026,"SRIKAKULAM","TEKKALI","Srirangam",84.255169,18.579985,1.02,0.16,1.41,0.3,1.91,0.0499999999999998,1.25,0.220000000000001,0.0499999999999998
15329,127034,"SRIKAKULAM","TEKKALI","Akkavaram",84.21526,18.580908,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15330,124025,"SRIKAKULAM","SARAVAKOTA","Kotturu4",84.035105,18.57655,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15331,103001,"SRIKAKULAM","REGIDIAMADALAVALASA","SarasanaPalle",83.638489,18.58252,3.21,0.34,1.04,0.00999999999999979,3.67,1.61,0.77,0.19,0
15332,134002,"SRIKAKULAM","TEKKALI","Vikrampuram3",84.207853,18.584222,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15333,128003,"SRIKAKULAM","KOTABOMMAL","Chinasana",84.166206,18.573515,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15334,111002,"SRIKAKULAM","BURJA","Thuddali",83.783588,18.58356,1.52,1.12,0.25,0.0499999999999998,6.23,3.06,0.470000000000001,0.279999999999999,0.81
15335,210017,"VIZIANAGARAM","BOBBILI","Muttavalasa",83.431549,18.589384,0.85,1.53,3.07,0,1.37,2.87,1.59,0.139999999999999,0
15336,124034,"SRIKAKULAM","SARAVAKOTA","Kummarigunta4",84.068344,18.568867,2.32,0.56,1.72,0.180000000000001,12.47,2.5,1.74,0.170000000000002,0.120000000000001
15337,128002,"SRIKAKULAM","KOTABOMMAL","Gudivada6",84.155874,18.581264,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15338,125043,"SRIKAKULAM","PALAKONDA","Gopalapuram14",83.7397,18.584704,1.36,0.89,1.11,0.28,2.48,6.1,0.76,0.24,1.4
15339,111003,"SRIKAKULAM","BURJA","Kothavalasa4",83.800824,18.582011,1.52,1.12,0.25,0.0499999999999998,6.23,3.06,0.470000000000001,0.279999999999999,0.81
15340,138036,"SRIKAKULAM","LAXMINARASAMPET","Karkavalasa",83.919326,18.582796,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15341,127028,"SRIKAKULAM","TEKKALI","Telineelapuram",84.267938,18.577018,1.02,0.16,1.41,0.3,1.91,0.0499999999999998,1.25,0.220000000000001,0.0499999999999998
15342,129006,"SRIKAKULAM","SANTHABOMMALI","Ijjuvaram",84.276856,18.575472,1.02,0.16,1.41,0.3,1.91,0.0499999999999998,1.25,0.220000000000001,0.0499999999999998
15343,103004,"SRIKAKULAM","SEETHAMPETA","Kandisa",83.876646,18.586512,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15344,138047,"SRIKAKULAM","LAXMINARASAMPET","Somanadhapuram",83.958096,18.57407,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15345,124021,"SRIKAKULAM","SARAVAKOTA","Bhadri",84.003939,18.572206,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15346,119011,"SRIKAKULAM","TEKKALI","Lingalavalasa",84.196996,18.571575,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15347,118006,"SRIKAKULAM","LAXMINARASAMPET","Turakapeta",83.93597,18.583029,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15348,290934,"VIZIANAGARAM","SALUR","FOREST377",83.142607,18.565036,1.34,1.66,2.18,4.2,0.870000000000001,1.57,3.29,0.109999999999999,0.73
15349,127041,"SRIKAKULAM","TEKKALI","Bheempuram1",84.22764,18.578126,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15350,210032,"VIZIANAGARAM","BOBBILI","JanardhanarangarayapuramKunukuvanivalas",83.385991,18.583545,0.85,1.53,3.07,0,1.37,2.87,1.59,0.139999999999999,0
15351,103003,"SRIKAKULAM","REGIDIAMADALAVALASA","JoduBandala",83.64936,18.577433,3.21,0.34,1.04,0.00999999999999979,3.67,1.61,0.77,0.19,0
15352,190974,"SRIKAKULAM","LAXMINARASAMPET","Forest378",83.916848,18.574913,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15353,129010,"SRIKAKULAM","SANTHABOMMALI","BhavanapaduMadyapeta",84.350841,18.570642,1.65,0.15,0.00999999999999979,0,0.85,0.0200000000000005,0.47,0.149999999999999,0.0600000000000005
15354,127023,"SRIKAKULAM","TEKKALI","Butchirajuvenkatapuram",84.205641,18.576493,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15355,113110,"SRIKAKULAM","SEETHAMPETA","Kotham",83.837052,18.583673,1.52,1.12,0.25,0.0499999999999998,6.23,3.06,0.470000000000001,0.279999999999999,0.81
15356,127019,"SRIKAKULAM","TEKKALI","Pathanoupada",84.186358,18.571466,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15357,138046,"SRIKAKULAM","LAXMINARASAMPET","SumanthapuramPoduguPadu",83.948762,18.57894,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15358,113114,"SRIKAKULAM","SEETHAMPETA","Pedavangara",83.869544,18.582459,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15359,107021,"SRIKAKULAM","LAXMINARASAMPET","Krishnapuram20",83.939397,18.574011,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15360,138037,"SRIKAKULAM","LAXMINARASAMPET","Syamalambapuram1",83.929604,18.578715,0.99,1.18,1.88,0.11,3.2,4.72,1.43,0.0899999999999999,0.0700000000000003
15361,102026,"SRIKAKULAM","VANGARA","VPRPeta",83.569386,18.582625,3.21,0.34,1.04,0.00999999999999979,3.67,1.61,0.77,0.19,0
15362,210019,"VIZIANAGARAM","BOBBILI","Krishnapuram21",83.39846,18.580597,0.85,1.53,3.07,0,1.37,2.87,1.59,0.139999999999999,0
15363,127052,"SRIKAKULAM","TEKKALI","Meghavaram",84.216739,18.572497,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15364,129001,"SRIKAKULAM","SANTHABOMMALI","Arikivalasa",84.226792,18.570503,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15365,127030,"SRIKAKULAM","TEKKALI","Bhaghavanupuram",84.236354,18.573371,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15366,211075,"VIZIANAGARAM","SALUR","Mugadavalasa",83.212538,18.572739,1.2,0.94,1.05,0.16,0.24,1.13,0.76,0,0.33
